Topic 0:	emulator	0.027777784
	greatest	0.027777784
	spp	0.027777784
	fiting	0.027777784
	logun	0.027777784
	uuk	0.027777784
	laģgg	0.027777784
	soo	0.027777784
	rocks	0.027777784
	made	0.027777784
	app	0.027777784
	game	0.027777784
	don	0.027777784
	ppsspp	0.027777784
	menu	0.027777784
	main	0.027777784
	laggy	0.027777784
	make	0.027777784
	invalidate	0.027777784
	texture	0.027777784
	handle	0.027777784
	phone	0.027777784
	bigger	0.027777784
	racing	0.027777784
	playing	0.027777784
	vertex	0.027777784
	turismo	0.027777784
	gran	0.027777784
	understand	0.027777784
	dont	0.027777784
Topic 1:	emulator	0.027777784
	greatest	0.027777784
	spp	0.027777784
	fiting	0.027777784
	logun	0.027777784
	uuk	0.027777784
	laģgg	0.027777784
	soo	0.027777784
	rocks	0.027777784
	made	0.027777784
	app	0.027777784
	game	0.027777784
	don	0.027777784
	ppsspp	0.027777784
	menu	0.027777784
	main	0.027777784
	laggy	0.027777784
	make	0.027777784
	invalidate	0.027777784
	texture	0.027777784
	handle	0.027777784
	phone	0.027777784
	bigger	0.027777784
	racing	0.027777784
	playing	0.027777784
	vertex	0.027777784
	turismo	0.027777784
	gran	0.027777784
	understand	0.027777784
	dont	0.027777784
Topic 2:	emulator	0.027777784
	greatest	0.027777784
	spp	0.027777784
	fiting	0.027777784
	logun	0.027777784
	uuk	0.027777784
	laģgg	0.027777784
	soo	0.027777784
	rocks	0.027777784
	made	0.027777784
	app	0.027777784
	game	0.027777784
	don	0.027777784
	ppsspp	0.027777784
	menu	0.027777784
	main	0.027777784
	laggy	0.027777784
	make	0.027777784
	invalidate	0.027777784
	texture	0.027777784
	handle	0.027777784
	phone	0.027777784
	bigger	0.027777784
	racing	0.027777784
	playing	0.027777784
	vertex	0.027777784
	turismo	0.027777784
	gran	0.027777784
	understand	0.027777784
	dont	0.027777784
Topic 3:	emulator	0.027777784
	greatest	0.027777784
	spp	0.027777784
	fiting	0.027777784
	logun	0.027777784
	uuk	0.027777784
	laģgg	0.027777784
	soo	0.027777784
	rocks	0.027777784
	made	0.027777784
	app	0.027777784
	game	0.027777784
	don	0.027777784
	ppsspp	0.027777784
	menu	0.027777784
	main	0.027777784
	laggy	0.027777784
	make	0.027777784
	invalidate	0.027777784
	texture	0.027777784
	handle	0.027777784
	phone	0.027777784
	bigger	0.027777784
	racing	0.027777784
	playing	0.027777784
	vertex	0.027777784
	turismo	0.027777784
	gran	0.027777784
	understand	0.027777784
	dont	0.027777784
Topic 4:	emulator	0.027777784
	greatest	0.027777784
	spp	0.027777784
	fiting	0.027777784
	logun	0.027777784
	uuk	0.027777784
	laģgg	0.027777784
	soo	0.027777784
	rocks	0.027777784
	made	0.027777784
	app	0.027777784
	game	0.027777784
	don	0.027777784
	ppsspp	0.027777784
	menu	0.027777784
	main	0.027777784
	laggy	0.027777784
	make	0.027777784
	invalidate	0.027777784
	texture	0.027777784
	handle	0.027777784
	phone	0.027777784
	bigger	0.027777784
	racing	0.027777784
	playing	0.027777784
	vertex	0.027777784
	turismo	0.027777784
	gran	0.027777784
	understand	0.027777784
	dont	0.027777784
Topic 5:	emulator	0.027777784
	greatest	0.027777784
	spp	0.027777784
	fiting	0.027777784
	logun	0.027777784
	uuk	0.027777784
	laģgg	0.027777784
	soo	0.027777784
	rocks	0.027777784
	made	0.027777784
	app	0.027777784
	game	0.027777784
	don	0.027777784
	ppsspp	0.027777784
	menu	0.027777784
	main	0.027777784
	laggy	0.027777784
	make	0.027777784
	invalidate	0.027777784
	texture	0.027777784
	handle	0.027777784
	phone	0.027777784
	bigger	0.027777784
	racing	0.027777784
	playing	0.027777784
	vertex	0.027777784
	turismo	0.027777784
	gran	0.027777784
	understand	0.027777784
	dont	0.027777784
Topic 6:	emulator	0.027777784
	greatest	0.027777784
	spp	0.027777784
	fiting	0.027777784
	logun	0.027777784
	uuk	0.027777784
	laģgg	0.027777784
	soo	0.027777784
	rocks	0.027777784
	made	0.027777784
	app	0.027777784
	game	0.027777784
	don	0.027777784
	ppsspp	0.027777784
	menu	0.027777784
	main	0.027777784
	laggy	0.027777784
	make	0.027777784
	invalidate	0.027777784
	texture	0.027777784
	handle	0.027777784
	phone	0.027777784
	bigger	0.027777784
	racing	0.027777784
	playing	0.027777784
	vertex	0.027777784
	turismo	0.027777784
	gran	0.027777784
	understand	0.027777784
	dont	0.027777784
Topic 7:	emulator	0.027777784
	greatest	0.027777784
	spp	0.027777784
	fiting	0.027777784
	logun	0.027777784
	uuk	0.027777784
	laģgg	0.027777784
	soo	0.027777784
	rocks	0.027777784
	made	0.027777784
	app	0.027777784
	game	0.027777784
	don	0.027777784
	ppsspp	0.027777784
	menu	0.027777784
	main	0.027777784
	laggy	0.027777784
	make	0.027777784
	invalidate	0.027777784
	texture	0.027777784
	handle	0.027777784
	phone	0.027777784
	bigger	0.027777784
	racing	0.027777784
	playing	0.027777784
	vertex	0.027777784
	turismo	0.027777784
	gran	0.027777784
	understand	0.027777784
	dont	0.027777784
Topic 8:	emulator	0.027777784
	greatest	0.027777784
	spp	0.027777784
	fiting	0.027777784
	logun	0.027777784
	uuk	0.027777784
	laģgg	0.027777784
	soo	0.027777784
	rocks	0.027777784
	made	0.027777784
